CCafeName	ccTerms
CCafe057	CC0500000
CCafe057	CC05e0000
CCafe057	CC1100000
CCafe057	CC11d0000
CCafe057	CC1700000
CCafe057	CC1710000
CCafe057	CC1715000
CCafe058	CC0100000
CCafe058	CC01f0000
CCafe058	CC2200000
CCafe058	CC2220000
CCafe059	CC1100000
CCafe060	CC1800000
CCafe060	CC1840000
CCafe061	CC1700000
CCafe061	CC1710000
CCafe062	CC2900000
CCafe062	CC2930000
CCafe063	CC0100000
CCafe063	CC01f0000
CCafe063	CC1500000
CCafe063	CC1590000
CCafe064	CC0100000
CCafe064	CC0130000
CCafe064	CC0137000
CCafe064	CC1100000
CCafe064	CC1130000
CCafe064	CC2400000
CCafe064	CC2460000
CCafe064	CC2461000
CCafe065	CC0800000
CCafe065	CC0810000
CCafe066	CC0100000
CCafe066	CC01i0000
CCafe067	CC2200000
CCafe067	CC2220000
CCafe067	CC2222000
CCafe067	CC2222100
CCafe067	CC2400000
CCafe067	CC2430000
CCafe067	CC2431000
CCafe068	CC0100000
CCafe068	CC01f0000
CCafe068	CC0700000
CCafe068	CC0740000
CCafe068	CC1500000
CCafe068	CC1510000
CCafe069	CC1200000
CCafe069	CC1290000
CCafe069	CC1299000
CCafe070	CC1600000
CCafe070	CC1610000
CCafe071	CC0600000
CCafe071	CC06j0000
CCafe071	CC2200000
CCafe071	CC2220000
CCafe072	CC0100000
CCafe072	CC01f0000
CCafe072	CC01fd000
CCafe072	CC1100000
CCafe072	CC1130000
CCafe072	CC1132000
CCafe072	CC1132100
CCafe073	CC0700000
CCafe073	CC0760000
CCafe074	CC0200000
CCafe074	CC0220000
CCafe074	CC022t000
CCafe075	CC1200000
CCafe075	CC1290000
CCafe075	CC2200000
CCafe075	CC2220000
CCafe076	CC4200000
CCafe077	CC0600000
CCafe077	CC06c0000
CCafe077	CC1400000
CCafe077	CC1410000
CCafe077	CC1413000
CCafe078	CC0300000
CCafe078	CC0360000
CCafe078	CC0700000
CCafe078	CC0710000
CCafe079	CC0100000
CCafe079	CC01f0000
CCafe079	CC01fd000
CCafe079	CC0200000
CCafe079	CC0220000
CCafe079	CC022b000
CCafe079	CC1100000
CCafe079	CC1130000
CCafe079	CC1132000
CCafe079	CC1132100
CCafe079	CC1300000
CCafe079	CC1370000
CCafe080	CC0100000
CCafe080	CC01f0000
CCafe080	CC1500000
CCafe080	CC1510000
CCafe081	CC0800000
CCafe081	CC0840000
CCafe081	CC3300000
CCafe081	CC3310000
CCafe082	CC1200000
CCafe082	CC1290000
CCafe082	CC1299000
CCafe083	CC0600000
CCafe083	CC0660000
CCafe083	CC0800000
CCafe083	CC08c0000
CCafe084	CC0100000
CCafe084	CC01f0000
CCafe084	CC1600000
CCafe084	CC1610000
CCafe085	CC0200000
CCafe085	CC0220000
CCafe085	CC022s000
CCafe085	CC022s100
CCafe085	CC0500000
CCafe085	CC05a0000
CCafe085	CC05a2000
CCafe086	CC0400000
CCafe086	CC04p0000
CCafe086	CC0700000
CCafe086	CC07e0000
CCafe086	CC07e1000
CCafe087	CC1900000
CCafe087	CC1920000
CCafe087	CC2800000
CCafe087	CC2810000
CCafe088	CC0200000
CCafe088	CC0220000
CCafe088	CC0226000
CCafe088	CC0230000
CCafe088	CC0233000
CCafe088	CC1300000
CCafe088	CC1330000
CCafe088	CC1900000
CCafe088	CC1930000
CCafe088	CC1935000
CCafe089	CC0800000
CCafe089	CC0850000
CCafe090	CC0200000
CCafe090	CC0240000
CCafe091	CC0900000
CCafe091	CC0980000
CCafe092	CC1200000
CCafe092	CC1270000
CCafe093	CC0700000
CCafe093	CC07a0000
CCafe094	CC1900000
CCafe094	CC1930000
CCafe095	CC0600000
CCafe095	CC3200000
CCafe095	CC3220000
CCafe096	CC2400000
CCafe096	CC2420000
CCafe097	CC3200000
CCafe097	CC3210000
CCafe098	CC1100000
CCafe098	CC1110000
CCafe099	CC0100000
CCafe099	CC01f0000
CCafe099	CC0400000
CCafe099	CC04s0000
CCafe100	CC0700000
CCafe100	CC0740000
CCafe100	CC0800000
CCafe100	CC0860000
CCafe101	CC0400000
CCafe101	CC0430000
CCafe101	CC04s0000
CCafe102	CC0900000
CCafe102	CC0970000
CCafe102	CC0973000
CCafe102	CC2400000
CCafe102	CC2440000
CCafe103	CC0300000
CCafe103	CC0370000
CCafe103	CC0377000
CCafe104	CC1600000
CCafe104	CC1610000
CCafe104	CC3200000
CCafe104	CC3210000
CCafe105	CC0100000
CCafe105	CC01f0000
CCafe105	CC1600000
CCafe105	CC1610000
CCafe106	CC0100000
CCafe106	CC01f0000
CCafe106	CC1200000
CCafe106	CC1270000
CCafe107	CC0100000
CCafe107	CC01d0000
CCafe107	CC3100000
CCafe107	CC3120000
CCafe108	CC0100000
CCafe108	CC01g0000
CCafe108	CC01g1000
CCafe109	CC0200000
CCafe109	CC0210000
CCafe109	CC0212000
CCafe109	CC0212200
CCafe109	CC1100000
CCafe109	CC11d0000
CCafe109	CC2700000
CCafe109	CC2740000
CCafe109	CC2742000
CCafe110	CC0100000
CCafe110	CC01f0000
CCafe110	CC1100000
CCafe111	CC1100000
CCafe111	CC1170000
CCafe111	CC1171000
CCafe111	CC1200000
CCafe111	CC1210000
CCafe111	CC1211000
CCafe111	CC1500000
CCafe111	CC1510000
CCafe111	CC1600000
CCafe111	CC1610000
CCafe111	CC1615000
CCafe112	CC0100000
CCafe112	CC0130000
CCafe112	CC2900000
CCafe112	CC2920000
CCafe112	CC3100000
CCafe112	CC3110000
CCafe113	CC0400000
CCafe113	CC04n0000
CCafe113	CC2700000
CCafe113	CC2740000
CCafe113	CC2743000
CCafe113	CC3400000
CCafe113	CC3420000
CCafe114	CC0400000
CCafe114	CC0430000
CCafe114	CC04f0000
CCafe114	CC1000000
CCafe114	CC1040000
CCafe115	CC2200000
CCafe115	CC2220000
CCafe116	CC2700000
CCafe116	CC2720000
CCafe116	CC2730000
CCafe117	CC0100000
CCafe117	CC01f0000
CCafe117	CC0600000
CCafe118	CC0100000
CCafe118	CC0130000
CCafe118	CC1500000
CCafe118	CC1540000
CCafe119	CC0100000
CCafe119	CC01f0000
CCafe119	CC0500000
CCafe119	CC05l0000
CCafe119	CC0800000
CCafe119	CC08g0000
CCafe120	CC0100000
CCafe120	CC01f0000
CCafe120	CC0900000
CCafe120	CC0970000
CCafe120	CC0974000
CCafe120	CC1600000
CCafe120	CC1610000
CCafe120	CC1613000
CCafe121	CC0400000
CCafe121	CC04d0000
CCafe122	CC0300000
CCafe122	CC0370000
CCafe122	CC0373000
CCafe122	CC0400000
CCafe122	CC0430000
CCafe122	CC3800000
CCafe122	CC3820000
CCafe122	CC3821000
CCafe122	CC3821200
CCafe123	CC0100000
CCafe123	CC0130000
CCafe124	CC0500000
CCafe124	CC05a0000
CCafe125	CC0100000
CCafe125	CC0120000
CCafe126	CC0100000
CCafe126	CC0130000
CCafe126	CC0200000
CCafe126	CC0220000
CCafe126	CC022h000
CCafe126	CC022h200
CCafe126	CC0300000
CCafe126	CC0370000
CCafe126	CC0376000
CCafe126	CC0376100
CCafe127	CC0100000
CCafe127	CC01f0000
CCafe127	CC0500000
CCafe127	CC05a0000
CCafe127	CC05a3000
CCafe127	CC1100000
CCafe127	CC11a0000
CCafe128	CC0900000
CCafe128	CC0970000
CCafe129	CC1100000
CCafe129	CC1120000
CCafe129	CC1121000
CCafe129	CC2200000
CCafe129	CC2210000
CCafe129	CC2211000
CCafe130	CC0100000
CCafe130	CC01f0000
CCafe131	CC0100000
CCafe131	CC01f0000
CCafe131	CC0300000
CCafe131	CC0350000
CCafe131	CC0351000
CCafe131	CC0360000
CCafe131	CC0361000
CCafe132	CC0100000
CCafe132	CC0130000
CCafe133	CC0900000
CCafe133	CC0970000
CCafe133	CC0977000
CCafe133	CC2800000
CCafe133	CC2820000
CCafe134	CC0100000
CCafe134	CC0140000
CCafe135	CC0200000
CCafe135	CC0220000
CCafe135	CC022o000
CCafe135	CC022o100
CCafe135	CC1800000
CCafe135	CC1870000
CCafe135	CC1871000
CCafe135	CC3000000
CCafe135	CC3010000
CCafe135	CC3011000
CCafe136	CC0100000
CCafe136	CC01f0000
CCafe136	CC1500000
CCafe136	CC1540000
CCafe137	CC0800000
CCafe137	CC0820000
CCafe137	CC0821000
CCafe137	CC0830000
CCafe137	CC0831000
CCafe137	CC2100000
CCafe137	CC2160000
CCafe137	CC2161000
CCafe137	CC2700000
CCafe137	CC2710000
CCafe137	CC2711000
CCafe138	CC0100000
CCafe138	CC01f0000
CCafe138	CC0300000
CCafe138	CC0370000
CCafe138	CC0378000
CCafe139	CC0200000
CCafe139	CC0220000
CCafe139	CC022l000
CCafe139	CC1600000
CCafe139	CC1610000
CCafe139	CC1611000
CCafe140	CC1000000
CCafe140	CC1010000
CCafe140	CC1100000
CCafe140	CC1110000
CCafe141	CC0300000
CCafe141	CC0340000
CCafe141	CC0345000
CCafe141	CC1500000
CCafe141	CC1510000
CCafe141	CC1590000
CCafe142	CC0900000
CCafe142	CC0910000
CCafe142	CC2500000
CCafe142	CC2520000
CCafe142	CC2530000
CCafe143	CC0600000
CCafe143	CC06k0000
CCafe143	CC1100000
CCafe143	CC11e0000
CCafe143	CC11e1000
CCafe144	CC1100000
CCafe144	CC11d0000
CCafe144	CC11d5000
CCafe144	CC2300000
CCafe144	CC2330000
CCafe144	CC2331000
CCafe145	CC1100000
CCafe145	CC1130000
CCafe145	CC1132000
CCafe145	CC1140000
CCafe145	CC2400000
CCafe145	CC2420000
CCafe146	CC1900000
CCafe146	CC1930000
CCafe146	CC1931000
CCafe147	CC0100000
CCafe147	CC01v0000
CCafe147	CC01v1000
CCafe147	CC0300000
CCafe147	CC0310000
CCafe147	CC0312000
CCafe147	CC4200000
CCafe147	CC4210000
CCafe147	CC4211000
CCafe148	CC0400000
CCafe148	CC0430000
CCafe149	CC0100000
CCafe149	CC01j0000
CCafe150	CC3100000
CCafe150	CC3120000
CCafe151	CC0800000
CCafe151	CC08f0000
CCafe152	CC0400000
CCafe152	CC0430000
CCafe152	CC04u0000
CCafe153	CC1500000
CCafe153	CC1510000
CCafe153	CC1700000
CCafe153	CC1710000
CCafe153	CC1711000
CCafe154	CC0800000
CCafe154	CC0890000
CCafe154	CC08b0000
CCafe155	CC0200000
CCafe155	CC0220000
CCafe155	CC0226000
CCafe155	CC0230000
CCafe155	CC0233000
CCafe155	CC1300000
CCafe155	CC1330000
CCafe156	CC0100000
CCafe156	CC01f0000
CCafe156	CC1400000
CCafe156	CC1410000
CCafe156	CC1412000
CCafe157	CC0500000
CCafe157	CC05i0000
CCafe158	CC1700000
CCafe158	CC1710000
CCafe158	CC1715000
CCafe159	CC1400000
CCafe159	CC1410000
CCafe159	CC1412000
CCafe159	CC1700000
CCafe159	CC1710000
CCafe159	CC1714000
CCafe160	CC2300000
CCafe160	CC2340000
CCafe161	CC0300000
CCafe161	CC0350000
CCafe161	CC035c000
CCafe162	CC2400000
CCafe162	CC2420000
CCafe162	CC2421000
CCafe163	CC0300000
CCafe163	CC0310000
CCafe163	CC0314000
CCafe163	CC1000000
CCafe163	CC1070000
CCafe163	CC4200000
CCafe163	CC4210000
CCafe163	CC4213000
CCafe164	CC1100000
CCafe164	CC11d0000
CCafe165	CC0100000
CCafe165	CC01f0000
CCafe165	CC1900000
CCafe165	CC1930000
CCafe165	CC1931000
CCafe166	CC3100000
CCafe166	CC3120000
CCafe167	CC1400000
CCafe167	CC1410000
CCafe167	CC1412000
CCafe168	CC0100000
CCafe168	CC01f0000
CCafe169	CC1500000
CCafe169	CC1550000
CCafe170	CC0400000
CCafe170	CC04b0000
CCafe170	CC04b1000
CCafe170	CC04s0000
CCafe170	CC04s1000
CCafe170	CC0700000
CCafe170	CC07h0000
CCafe170	CC07h2000
CCafe170	CC1500000
CCafe170	CC1580000
CCafe171	CC1700000
CCafe172	CC0600000
CCafe172	CC06e0000
CCafe173	CC1100000
CCafe173	CC11d0000
CCafe173	CC11d3000
CCafe174	CC0100000
CCafe174	CC01f0000
CCafe175	CC0100000
CCafe175	CC01f0000
CCafe176	CC0100000
CCafe176	CC01f0000
CCafe176	CC1200000
CCafe176	CC1290000
CCafe176	CC1292000
CCafe176	CC2100000
CCafe176	CC2150000
CCafe176	CC2200000
CCafe176	CC2220000
CCafe176	CC2223000
CCafe177	CC0100000
CCafe177	CC0170000
CCafe177	CC4100000
CCafe177	CC4110000
CCafe178	CC0100000
CCafe178	CC0130000
CCafe178	CC01l0000
CCafe178	CC01l1000
CCafe178	CC01l1100
CCafe178	CC1000000
CCafe178	CC1020000
CCafe178	CC1500000
CCafe178	CC1540000
CCafe179	CC0500000
CCafe179	CC05g0000
CCafe179	CC1600000
CCafe179	CC1610000
CCafe180	CC0200000
CCafe180	CC0230000
CCafe180	CC0233000
CCafe180	CC0233100
CCafe180	CC1300000
CCafe180	CC1330000
CCafe180	CC1331000
CCafe181	CC0500000
CCafe181	CC05h0000
CCafe181	CC0900000
CCafe181	CC0950000
CCafe181	CC0951000
CCafe182	CC0200000
CCafe182	CC0220000
CCafe182	CC022h000
CCafe182	CC022h400
CCafe182	CC0400000
CCafe182	CC04r0000
CCafe182	CC04r1000
CCafe182	CC0800000
CCafe182	CC08c0000
CCafe182	CC08c1000
CCafe182	CC08c1100
CCafe182	CC08c1110
CCafe182	CC0900000
CCafe182	CC0990000
CCafe182	CC0992000
CCafe183	CC0100000
CCafe183	CC0170000
CCafe183	CC0300000
CCafe183	CC0350000
CCafe183	CC035a000
CCafe183	CC4100000
CCafe183	CC4110000
CCafe184	CC0100000
CCafe184	CC01u0000
CCafe185	CC0200000
CCafe185	CC0220000
CCafe185	CC022l000
CCafe186	CC1500000
CCafe186	CC1540000
CCafe187	CC0100000
CCafe187	CC01f0000
CCafe188	CC1400000
CCafe188	CC1410000
CCafe188	CC1412000
CCafe188	CC1700000
CCafe188	CC1710000
CCafe189	CC0100000
CCafe189	CC01f0000
CCafe189	CC4200000
CCafe190	CC0500000
CCafe190	CC05b0000
CCafe190	CC0700000
CCafe190	CC0730000
CCafe190	CC2600000
CCafe190	CC2620000
CCafe191	CC0100000
CCafe191	CC0130000
CCafe191	CC0170000
CCafe191	CC4100000
CCafe191	CC4110000
CCafe192	CC0100000
CCafe192	CC0130000
CCafe192	CC01g0000
CCafe193	CC0100000
CCafe193	CC01f0000
CCafe193	CC1100000
CCafe193	CC1160000
CCafe193	CC1200000
CCafe193	CC1290000
CCafe193	CC1299000
CCafe194	CC0400000
CCafe194	CC04l0000
CCafe195	CC1100000
CCafe195	CC11d0000
CCafe195	CC11d3000
CCafe196	CC1900000
CCafe196	CC1930000
CCafe196	CC1931000
CCafe197	CC0100000
CCafe197	CC01f0000
CCafe197	CC1100000
CCafe197	CC11d0000
CCafe197	CC11d6000
CCafe197	CC1200000
CCafe197	CC1290000
CCafe197	CC2300000
CCafe197	CC2350000
CCafe197	CC2353000
CCafe198	CC1900000
CCafe198	CC1930000
CCafe198	CC1931000
CCafe199	CC0400000
CCafe199	CC0430000
CCafe200	CC0100000
CCafe200	CC01f0000
CCafe201	CC1100000
CCafe201	CC1130000
CCafe202	CC0100000
CCafe202	CC0130000
CCafe203	CC1000000
CCafe203	CC10c0000
CCafe203	CC10c2000
CCafe203	CC1200000
CCafe203	CC1290000
CCafe204	CC1900000
CCafe204	CC1930000
CCafe204	CC1931000
CCafe204	CC3800000
CCafe204	CC3820000
CCafe205	CC0300000
CCafe205	CC0350000
CCafe205	CC0359000
CCafe206	CC0100000
CCafe206	CC01f0000
CCafe206	CC01f9000
CCafe206	CC1700000
CCafe206	CC1710000
CCafe206	CC1713000
CCafe206	CC1713100
CCafe207	CC0100000
CCafe207	CC0170000
CCafe207	CC01u0000
CCafe207	CC01u1000
CCafe207	CC0200000
CCafe207	CC0220000
CCafe207	CC0223000
CCafe207	CC022f000
CCafe207	CC022h000
CCafe207	CC022h400
CCafe207	CC0300000
CCafe207	CC0340000
CCafe207	CC0341000
CCafe207	CC0360000
CCafe207	CC0400000
CCafe207	CC04r0000
CCafe207	CC04r1000
CCafe207	CC0700000
CCafe207	CC0710000
CCafe207	CC0900000
CCafe207	CC0950000
CCafe207	CC0951000
CCafe207	CC1800000
CCafe207	CC1820000
CCafe207	CC4100000
CCafe207	CC4110000
CCafe208	CC0200000
CCafe208	CC0220000
CCafe208	CC022p000
CCafe208	CC022p100
CCafe208	CC0900000
CCafe208	CC0970000
CCafe208	CC0975000
CCafe208	CC1400000
CCafe208	CC1410000
CCafe208	CC1415000
CCafe208	CC1418000
CCafe208	CC1418100
CCafe209	CC0100000
CCafe209	CC01c0000
CCafe209	CC01c1000
CCafe209	CC1400000
CCafe209	CC1410000
CCafe209	CC1412000
CCafe209	CC1412100
CCafe210	CC2200000
CCafe210	CC2220000
CCafe211	CC0600000
CCafe211	CC06d0000
CCafe211	CC1400000
CCafe211	CC1410000
CCafe211	CC1414000
CCafe212	CC0100000
CCafe212	CC01f0000
CCafe212	CC0600000
CCafe213	CC3500000
CCafe213	CC3510000
CCafe214	CC0100000
CCafe214	CC0130000
CCafe215	CC0200000
CCafe215	CC0220000
CCafe215	CC0221000
CCafe215	CC1600000
CCafe215	CC1610000
CCafe216	CC1400000
CCafe216	CC1410000
CCafe216	CC1412000
CCafe216	CC1700000
CCafe216	CC1710000
CCafe217	CC0100000
CCafe217	CC01m0000
CCafe217	CC2000000
CCafe217	CC2050000
CCafe218	CC0100000
CCafe218	CC0130000
CCafe218	CC0132000
CCafe218	CC0200000
CCafe218	CC0220000
CCafe218	CC022h000
CCafe218	CC022h100
CCafe219	CC0600000
CCafe219	CC06l0000
CCafe219	CC1800000
CCafe219	CC1880000
CCafe219	CC1881000
CCafe220	CC0600000
CCafe220	CC0690000
CCafe221	CC1400000
CCafe221	CC1410000
CCafe221	CC1412000
CCafe221	CC2600000
CCafe221	CC2610000
CCafe222	CC0200000
CCafe222	CC0220000
CCafe222	CC0228000
CCafe223	CC0600000
CCafe223	CC06a0000
CCafe223	CC1700000
CCafe223	CC1710000
CCafe223	CC1716000
CCafe223	CC2000000
CCafe223	CC2090000
CCafe223	CC2091000
CCafe224	CC1500000
CCafe224	CC1510000
CCafe224	CC3900000
CCafe224	CC3910000
CCafe225	CC0100000
CCafe225	CC01f0000
CCafe225	CC1100000
CCafe225	CC11b0000
CCafe226	CC0100000
CCafe226	CC01w0000
CCafe226	CC0700000
CCafe226	CC0750000
CCafe227	CC0200000
CCafe227	CC0220000
CCafe227	CC022h000
CCafe227	CC022h700
CCafe227	CC1200000
CCafe227	CC1290000
CCafe227	CC1296000
CCafe228	CC0800000
CCafe228	CC0870000
CCafe228	CC0871000
CCafe228	CC1800000
CCafe228	CC1870000
CCafe228	CC1871000
CCafe228	CC2000000
CCafe228	CC2010000
CCafe228	CC2100000
CCafe228	CC2130000
CCafe228	CC2131000
CCafe228	CC3500000
CCafe228	CC3520000
CCafe228	CC3700000
CCafe228	CC3710000
CCafe229	CC0800000
CCafe229	CC08d0000
CCafe231	CC0200000
CCafe231	CC0220000
CCafe231	CC022c000
CCafe231	CC1300000
CCafe231	CC1380000
CCafe232	CC0100000
CCafe232	CC01b0000
CCafe233	CC0100000
CCafe233	CC0130000
CCafe233	CC0135000
CCafe233	CC0300000
CCafe233	CC0310000
CCafe233	CC0311000
CCafe233	CC3800000
CCafe233	CC3810000
CCafe233	CC3811000
CCafe234	CC2500000
CCafe234	CC2540000
CCafe235	CC0100000
CCafe235	CC01f0000
CCafe235	CC1100000
CCafe235	CC1180000
CCafe236	CC1500000
CCafe236	CC1510000
CCafe236	CC2000000
CCafe236	CC2030000
CCafe237	CC0100000
CCafe237	CC01f0000
CCafe238	CC0100000
CCafe238	CC01n0000
CCafe238	CC01n1000
CCafe239	CC3800000
CCafe239	CC3820000
CCafe240	CC0100000
CCafe240	CC01f0000
CCafe240	CC01fa000
CCafe240	CC2000000
CCafe240	CC2040000
CCafe240	CC2041000
CCafe241	CC0600000
CCafe241	CC06b0000
CCafe241	CC1200000
CCafe241	CC1260000
CCafe241	CC1262000
CCafe242	CC0100000
CCafe242	CC01f0000
CCafe242	CC01fe000
CCafe242	CC2400000
CCafe242	CC2450000
CCafe242	CC2451000
CCafe243	CC0100000
CCafe243	CC0160000
CCafe243	CC0400000
CCafe243	CC04t0000
CCafe244	CC0500000
CCafe244	CC05o0000
CCafe244	CC1800000
CCafe244	CC1830000
CCafe244	CC2200000
CCafe244	CC2220000
CCafe245	CC0100000
CCafe245	CC0130000
CCafe246	CC0100000
CCafe246	CC01f0000
CCafe246	CC01f5000
CCafe246	CC0700000
CCafe246	CC0740000
CCafe246	CC0741000
CCafe246	CC2300000
CCafe246	CC2330000
CCafe246	CC2332000
CCafe246	CC2350000
CCafe246	CC2351000
CCafe247	CC0100000
CCafe247	CC01f0000
CCafe247	CC0400000
CCafe247	CC04t0000
CCafe247	CC1600000
CCafe247	CC1640000
CCafe248	CC0100000
CCafe248	CC01f0000
CCafe248	CC01fb000
CCafe248	CC01r0000
CCafe248	CC01r1000
CCafe248	CC1500000
CCafe248	CC1590000
